新闻 | 2019年07月08日|华为与复旦大学合作开发全国首个医学人工智能课程|近日，华为与复旦大学基础医学院合作开发的 医学人工智能与机器学习课程在上海复旦大学进行集中授课，吸引了来自医学院与附属医院的120多名本科生和研究生参与。
新闻 | 2016年09月02日|华为郭平：ICT生态圈将迎来英雄倍出的大联盟时代|在HUAWEI CONNECT 2016全联接大会第三天议程中，华为轮值CEO郭平、英特尔CEO Brian Krzanich、华为产品与解决方案总裁丁耘等出席了大会并做了相关发言。郭平向参会嘉宾分享了华为对于云生态的理念和实践。他表示，华为的定位是做未来智能社会ICT生态圈的土壤和能量，通过联盟促进行业和社会持续进步。
新闻 | 2016年09月02日|华为发布新一代全闪存系统OceanStor Dorado V3|加速企业核心应用|在HUAWEI CONNECT 2016全联接大会上，华为隆重发布面向企业重载关键应用而打造的新一代融合全闪存系统OceanStor Dorado V3，凭借其卓越性能、稳定可靠、融合高效的特点，在保障业务永续的同时提升数据库性能多达20倍，加速企业核心业务。
新闻 | 2016年09月02日|华为携手Infosys发布关键业务云化联合解决方案|使能”Bank 3.0”时代|华为在金融领域的云生态合作伙伴中再添创新成果。在HUAWEI CONNECT 2016全联接大会上华为与Infosys联合发布关键业务云化联合解决方案。
新闻 | 2016年09月02日|华为首次发布企业业务解决方案伙伴计划|在HUAWEI CONNECT 2016 全联接大会上华为首次正式发布企业业务解决方案伙伴计划（Huawei Enterprise Solution Partner Program）。基于华为领先的信息和通信技术（ICT）基础架构，此项计划旨在大力发展与华为打造联合解决方案的合作伙伴，共同服务全球客户。
新闻 | 2016年09月02日|华为发布业界首款全场景SDN统一控制器Agile Controller3.0|在HUAWEI CONNECT 2016全联接大会上，华为正式发布业界首款全场景SDN统一控制器Agile Controller3.0（以下简称AC 3.0），面向广域网、数据中心网络、企业园区以及IoT万物互联四大商业场景提供领先的SDN解决方案。
新闻 | 2016年09月01日|携手哈曼卡顿，华为平板M3重新定义极致影音体验|2016年9月1日，华为消费者业务在IFA展（柏林国际电子消费品展览会）上全球首发了旗下最新极致影音旗舰平板华为平板M3。该平板是华为与音响领域顶级品牌哈曼卡顿再度合作倾力打造的高端影音产品，两大国际顶尖科技品牌的跨界联手，带来了平板影音体验的再一次突破。
新闻 | 2016年09月01日|华为全新nova系列智能手机柏林发布|华为在2016年德国柏林国际消费类电子产品展览会（IFA BERLIN 2016）上发布了全新华为nova系列智能手机华为nova 和华为nova plus。全新的华为nova系列完美承袭了华为极致创新的基因，发扬了独特的弧形设计哲学，集趣味拍照、出众性能和精美外观于一身，致力于为全球年轻乐活一族带来更美好的生活体验。一同亮相的还有P9玛瑙红、托帕蓝新版本。
新闻 | 2016年09月01日|塑造云时代，联接企业的现在与未来|在HUAWEI CONNECT 2016全联接大会上，华为IT产品线总裁郑叶来发表了塑造云时代，联接企业的现在与未来主题演讲，重磅发布了基于FusionCloud的31款云服务、FusionStorage 6.0云存储与FusionStage PaaS平台，并与现场的客户、合作伙伴、媒体、分析师等分享了华为在塑造云时代的过程中如何帮助企业加速云化，挖掘更多商业价值。
新闻 | 2016年09月01日|华为发布敏捷网络2016|华为在HUAWEI CONNECT 2016全联接大会上发布了敏捷网络2016全新方案和服务，用SDN技术塑造云时代的网络架构，为企业的数字化转型奠定坚实基石。敏捷网络2016，聚焦解决企业数字化转型中的用户和业务移动化、生产系统物联化、应用云化带来的新挑战，全新的方案意在打造随需而至、自助服务、管理至简、安全可信的网络。新方案利用云技术简化了网络管理，软件定义的网络架构又更好地使能了云的智能，敏捷网络秉承的开放、简单、安全理念，能够帮助企业在数字化进程中实现业务创新、业务敏捷和投资高效。
新闻 | 2016年09月01日|华为与埃森哲联合发布企业云计算解决方案 助力企业应用轻松入云|华为与埃森哲在HUAWEI CONNECT 2016全联接大会上联合发布企业应用云化解决方案，共同提供已验证的基于华为FusionCloud构建的企业SAP和Oracle云化方案，为全球企业客户的核心应用云化提供一站式服务。
新闻 | 2016年08月31日|华为以新ICT塑造行业云 激发商业再创新|华为在今日开幕的HUAWEI CONNECT 2016全联接大会上，与埃森哲、迅达电梯等发布了系列最新的解决方案，并与Forrester发布了关于行业数字化转型洞察与研究的白皮书。
新闻 | 2016年08月31日|华为发布可视化集成通信平台 保障城市平安|华为今日在上海开幕的HUAWEI CONNECT 2016 全联接大会上宣布正式面向全球发布集成通信平台（Integrated Communication Platform，简称ICP平台）。作为华为平安城市解决方案之一，华为集成通信平台具有全联接和可视化的显著特点，它能够通过社交媒体、物联网等广泛接入报警源，并且快速地大范围调度视频，使得接处警更高效、跨部门协同更便捷、指挥决策更精准。
新闻 | 2016年08月31日|华为首次全面阐述云战略|携手生态伙伴加速智能社会进程|华为历史上规模最大的面向ICT行业的全球生态大会HUAWEI CONNECT 2016全联接大会31日在上海开幕，为期三天。来自120多个国家和地区的20000名业界精英，围绕塑造云时代主题，共同探讨云时代趋势与洞察，以及各行各业如何通过打造云技术、构筑云生态，积极实现数字化转型。
新闻 | 2016年08月29日|华为最大的全球服务交付共享中心在印度揭幕|近日，华为最大的全球服务交付共享中心（GSC）由印度电信部内阁部长马诺辛哈先生宣布开幕。
新闻 | 2016年08月29日|上海联通携手华为构建数字商业生态，“沃创空间”启动合作伙伴招募|上海联通将携手华为于2016华为全联接大会（HC2016）期间，正式启动沃创空间合作伙伴招募计划。沃创空间是上海联通为顺应数字时代大众创业，万众创新的大趋势，为广大合作伙伴和开发者打造的一站式数字业务开发、生产、智造服务平台，旨在为合作伙伴提供丰富的数字能力服务、流程与平台工具服务，大幅度降低合作伙伴的数字技术门槛和投入成本，提高数字业务生产力，缩短数字业务上市周期。
新闻 | 2016年08月29日|华为联合OVUM发布大视频演进白皮书|华为联合全球权威咨询公司OVUM发布了《大视频演进之道探索电信运营商视频转型商机》白皮书。该白皮书涵盖了娱乐视频、通信视频、行业视频三大领域，从视频对个人、家庭、企业各方面的影响和渗透入手，揭示了大视频演进过程中的最新趋势并提出建言，为探索电信运营商视频转型之路提供了深刻洞察。
新闻 | 2016年08月29日|ADN原型成功首秀Sigcomm 2016，迈出网络理念创新落地的坚实步伐|华为2012 实验室在网络顶级学术大会ACM Sigcomm 2016上发布了ADN(Application Driven Network)原型，展示在多应用共存环境下网络架构支持按需动态调度资源带来的商业价值。原型结果显示，ADN架构获得的业务体验满足率比传统网络提升3~5倍，同时架构还具备面向应用的全自动调度能力，这将帮助运营商在架构做好足够准备的条件下，以应对万物互联时代的差异化应用体验效率和网络资源效率的双重挑战。
新闻 | 2016年08月25日|华为WTTx亮相印尼ICT体育产业峰会|今日，在印尼ICT体育产业峰会上，华为提供了基于WTTx （无线宽带到户）解决方案的VR（虚拟现实）体验，现场模拟了真实家庭宽带下观看体育赛事的体验场景。作为印尼国家宽带战略中非常重要的一部分，WTTx可提供媲美光纤的高速无线宽带接入业务，让更多的家庭和人们都能享受互联网带来的联接体验。
新闻 | 2016年08月24日|华为荣获Forrester超融合基础设施“强劲表现者”称号|近日，华为首次参与全球权威的IT研究与顾问咨询公司Forrester的超融合基础设施调查，作为唯一的中国厂家荣获强劲表现者（Strong Performers）称号。这充分体现了华为超融合产品在市场上的强劲表现和竞争力，正逐步得到客户和分析师们的认可。
新闻 | 2016年08月23日|英国能源与知识产权国务大臣娜薇尔-露芙 出席华为“未来种子”项目闭幕仪式|今日，英国能源与知识产权国务大臣娜薇尔-露芙和华为董事、高级副总裁陈黎芳出席了华为英国未来种子项目的闭幕仪式。娜薇尔-露芙女男爵携代表团访问中国，在访华期间与华为首席法务官宋柳平博士会面，深入了解华为在知识产权领域的相关工作和所取得的成绩。此外，代表团还参观了华为总部和研发中心。
新闻 | 2016年08月22日|塑造云时代，华为首办全联接大会|华为召开媒体沟通会，就即将于2016年8月31日至9月2日在上海举行的HUAWEI CONNECT 2016全联接大会进行了分享。本届大会围绕Shape the Cloud（塑造云时代）主题，是华为自办的首届面向ICT产业的全球性年度旗舰大会。
新闻 | 2016年08月22日|华为云数据中心在TBR Data Center Benchmark报告中连续2个季度收入增长率排名第一|全球领先的技术调查咨询公司TBR （Technology Business Research, INC.）近日发布Data Center Benchmark报告，华为数据中心业务收入以24.7%的增长率在Q1 2016中排名全球第一，并且已是连续第二个季度(Q4 2015、Q1 2016)名列榜首，充分体现了华为云数据中心解决方案的竞争力和业界认可度。华为致力于帮助客户构建业务驱动的IT基础设施，为客户提供高效、敏捷、可靠和开放的云数据中心。
新闻 | 2016年08月22日|华为FastConnect FAT斩获全球工业设计“奥斯卡”：红点设计奖|近日, 备受瞩目的全球工业设计顶级大奖，被誉为设计界奥斯卡的红点奖Design Concept 2016年度评选尘埃落定。华为创新设计的预连接分纤盒（FastConnect Fiber Access Terminal）凭借高颜值和人性化设计在2016年世界RedDot Design Concept评选中脱颖而出, 荣获2016年度Reddot设计奖。
新闻 | 2016年08月19日|缅甸访华部长团会见华为，展望ICT未来合作|缅甸国务资政昂山素季访华期间，随行三位部长：缅甸交通与通信部部长吴丹欣貌，缅甸电力和能源部部长吴佩辛吞，缅甸计划与财政部部长吴觉温，在北京钓鱼台国宾馆会见了华为高级副总裁庞基敏，华为缅甸分公司CEO章李满及代表团。双方就ICT促进缅甸经济发展，缅甸数字经济社会转型等多个方面展开交流。
